SKU,Title,Price,Brand,Warranty,Color,SeriesLaptop,PartNum,CPUgen,CPU,GraphicChip,RAM,Screen,Storage,MaxStoPortNum,SupportM2,OutVideoPort,ConnectPort,Wireless,Keyboard,OS,Size,Pin,Weight,LED,Accessories,Security,OptDrive,Feature 
200801033,"Laptop ASUS Vivobook M413IA EK338T ( 14"" Full HD/AMD Ryzen 5 4500U/8GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",15.490.000,ASUS,24,Bạc,VivoBook,EK338T,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4500U ( 2.3 GHz - 4.0 GHz / 8MB / 6 nhân, 6 luồng )",AMD Radeon Graphics,8GB Onboard  DDR4  2666MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.49 x 21.35 x 1.625 cm,"3 cell  42 Wh , Pin liền",1.5 kg,không đèn,Adapter,Vân tay,,
200801035,"Laptop ASUS Vivobook M533IA-BQ132T BQ132T ( 15"" Full HD/AMD Ryzen 5 4500U/8GB/512GB SSD/Windows 10 Home 64-bit/1.8kg)",17.290.000,ASUS,24,Trắng,VivoBook,BQ132T,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4500U ( 2.3 GHz - 4.0 GHz / 8MB / 6 nhân, 6 luồng )",AMD Radeon Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"15"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,35.98 x 23.38 x 1.61 cm,"3 cell  50 Wh , Pin liền",1.8 kg,không đèn,,Vân tay,,
200801163,"Laptop ASUS ROG Zephyrus G14 GA401I HHE012T ( 14"" Full HD/ 120Hz/AMD Ryzen 5 4600HS/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/1.6kg)",26.990.000,ASUS,24,Xám,ROG,HHE012T,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4600HS ( 3.0 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / AMD Radeon Graphics,8GB Onboard  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  120Hz , không cảm ứng",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery, 1 x USB Type C , 2 x USB 3.2","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.4 x 22 x 1.79 cm,4 cell  Pin liền,1.6 kg,không đèn,Túi chống sốc,,,
200900007,"Laptop ASUS Vivobook A412DA EK144T ( 14"" Full HD/AMD Ryzen 5 3500U/8GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",14.490.000,ASUS,24,Bạc,VivoBook,EK144T,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 5 3500U ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon Vega 8 Graphics,8GB (4GB + 4GB Onboard)  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  VA  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.2 x 21.2 x 1.90 cm,"2 cell  37 Wh , Pin liền",1.5 kg,không đèn,Dây nguồn,Vân tay,,
200900076,"Laptop ASUS ROG Zephyrus G14 GA401IU HA171T ( 14"" Quad HD (2K)/AMD Ryzen 7 4800HS/16GB/512GB SSD/NVIDIA GeForce GTX 1660Ti/Windows 10 Home 64-bit/1.6kg)",39.990.000,ASUS,24,Xám,ROG,HA171T,"Ryzen 7 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 7 4800HS ( 2.9 GHz - 4.2 GHz / 8MB / 8 nhân, 16 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / AMD Radeon Graphics,16GB (8GB + 8GB Onboard)  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),"14"" ( 2560 x 1440 ) Quad HD (2K)  IPS  không cảm ứng",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C, 1 x USB Type C / DisplayPort , 2 x USB 3.2","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.4 x 22 x 1.79 cm,"4 cell  76 Wh , Pin liền",1.6 kg,LED,ROG sleeve for 14,,,
200900250,"Laptop ASUS X409MA BV156T ( 14"" HD/Intel Celeron N4020/4GB/1TB HDD/Windows 10 Home 64-bit/1.4kg)",6.490.000,ASUS,24,Bạc,VivoBook,BV156T,"Celeron , Intel Celeron N","Intel Celeron N4020 ( 1.1 GHz - 2.8 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1366 x 768 ) HD  TN  không cảm ứng , HD webcam",1TB HDD 5400RPM,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.50 x 21.60 x 2.31,"2 cell  32 Wh , Pin liền",1.4 kg,không đèn,,,,
200900252,"Laptop ASUS G732L WSHG065T ( 17.3"" Full HD/ 300Hz/Intel Core i7-10875H/8GB/1TB SSD/NVIDIA GeForce RTX 2070 Super/Windows 10 Home 64-bit/2.9kg)",59.990.000,ASUS,24,Đen,ROG,WSHG065T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10875H ( 2.3 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng )",NVIDIA GeForce RTX 2070 Super  8GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"17.3"" ( 1920 x 1080 ) Full HD  IPS  300Hz , không cảm ứng",1TB SSD M.2 NVMe /,3 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , có phím số , RGB",Windows 10 Home 64-bit,39.9 x 29.3 x 2.62,"4 cell  66 Wh , Pin liền",2.9 kg,RGB,,,,
200901146,"Laptop ASUS ExpertBook P1410CJA EK354T ( 14"" Full HD/Intel Core i3-1005G1/4GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg)",12.490.000,ASUS,24,Đen,ExpertBook,EK354T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , VGA webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.5 x 21.6 x 2.29 cm,"2 cell  32 Wh , Pin liền",1.4 kg,không đèn,,Vân tay,,
201000321,"Laptop ASUS Vivobook S433EA EB101T ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.4kg)",18.990.000,ASUS,24,Đỏ,VivoBook,EB101T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.2 , 2 x USB 2.0 , 1 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.4 x 21.3 x 1.59 cm,"3 cell  50 Wh , Pin liền",1.4 kg,không đèn,,,,Numberpad ảo tích hợp ở touchpad
201000396,"Laptop ASUS ROG Zephyrus M GU502GV AZ079T ( 15.6"" Full HD/ 240Hz/Intel Core i7 9750H/16GB/512GB SSD/NVIDIA GeForce RTX 2060/Windows 10 Home SL 64-bit/1.9kg)",46.990.000,ASUS,24,Đen,ROG,AZ079T,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce RTX 2060  6GB  GDDR6 / Intel UHD Graphics 630,16GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  240Hz , không cảm ứng , Màn hình chống lóa",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , RGB",Windows 10 Home SL 64-bit,36 x 25.2 x 1.89 cm,"4 cell  76 Wh , Pin liền",1.9 kg,không đèn,,,,
201000611,"Laptop ASUS Zenbook UX481FL BM049T ( 14"" Full HD/Intel Core i7-10510U/16GB/1TB SSD/NVIDIA GeForce MX250/Windows 10 Home SL 64-bit/1.6kg)",39.990.000,ASUS,24,Xanh,ZenBook,BM049T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX250  2GB  GDDR5 / Intel UHD Graphics,16GB Onboard  LPDDR3  2133MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.3 x 22.3 x 1.99 cm,"4 cell  70 Wh , Pin liền",1.6 kg,không đèn,,Khuôn mặt,,Màn hình phụ Screenpad
201100007,"Laptop ASUS Vivobook A415EA EB360T ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg)",17.290.000,ASUS,24,Đen,VivoBook,EB360T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.5 x 21.5 x 1.95 cm,"3 cell  42 Wh , Pin liền",1.4 kg,không đèn,,Vân tay,,
201100008,"Laptop ASUS Vivobook A515EA BQ498T ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.7kg)",17.490.000,ASUS,24,Bạc,VivoBook,BQ498T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,35.9 x 23.5 x 1.99 cm,"3 cell  42 Wh , Pin liền",1.7 kg,không đèn,,Vân tay,,
201100504,"Laptop ASUS Vivobook A515EA BQ489T ( 15.6"" Full HD/Intel Core i3-1115G4/4GB/512GB SSD/Windows 10 Home 64-bit/1.8kg)",13.890.000,ASUS,24,Bạc,VivoBook,BQ489T,"Core i3 , Intel Core thế hệ thứ 11","Intel Core i3-1115G4 ( 4.1 GHz / 6MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.9 x 23.5 x 1.79 cm,"3 cell  42 Wh , Pin liền",1.8 kg,không đèn,Adapter,Vân tay,,
201100507,"Laptop ASUS TUF Gaming FX506LU HN138T ( 15.6"" Full HD/Intel Core i7-10870H/8GB/512GB SSD/NVIDIA GeForce GTX 1660Ti/Windows 10 Home 64-bit/2.3kg)",30.990.000,ASUS,24,Xám,TUF Gaming,HN138T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10870H ( 2.2 GHz - 5.0 GHz / 16MB / 8 nhân, 16 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , có phím số , RGB",Windows 10 Home 64-bit,35.9 x 25.6 x 2.49 cm,"3 cell  48 Wh , Pin liền",2.3 kg,không đèn,"Adapter, Sticker, Sách HDSD, Sổ BH",,,
210100405,"Laptop ASUS Vivobook A515EP- BQ195T ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/NVIDIA GeForce MX330/Windows 10 Home 64-bit/1.8kg)",18.590.000,ASUS,24,Bạc,VivoBook,BQ195T,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330  2GB  GDDR5 / Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.4 x 21.3 x 1.59 cm,"3 cell  42 Wh , Pin liền",1.8 kg,không đèn,,Vân tay,,
1703123,"Hàng trưng bàyLaptop ASUS VivoBook Flip TP410UA-EC250T (14"" FHD/i3-7100U/4GB/500GB HDD/HD 620/Win10/1.6 kg)",13.190.000,ASUS,24,Xám,VivoBook,EC250T,"Core i3 , Intel Core thế hệ thứ 7","Intel Core i3-7100U ( 2.4 GHz / 3MB / 2 nhân, 4 luồng )",Intel HD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  cảm ứng , HD webcam",500GB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.7 x 22.6 x 1.92 cm,"3 cell  42 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
200800059,"Laptop ACER Nitro 5 AN515-55-5923 NH.Q7NSV.004 ( 15.6"" Full HD/ 144Hz/Intel Core i5-10300H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.3kg)",23.990.000,ACER,12,Đen,Nitro 5,NH.Q7NSV.004,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 2 x M.2 NVMe",M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.34 x 25.5 x 2.39 cm,"4 cell  57 Wh , Pin liền",2.3 kg,không đèn,Cáp + sạc,,,
201000478,"Laptop ACER Aspire 5 A514-54-39KU NX.A23SV.003 ( 14"" Full HD/Intel Core i3-1115G4/4GB/256GB SSD/Windows 10 Home 64-bit/1.5kg)",13.490.000,ACER,12,Bạc,Aspire 1,NX.A23SV.003,"Core i3 , Intel Core thế hệ thứ 11","Intel Core i3-1115G4 ( 4.1 GHz / 6MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.8 x 22.3 x 1.795 cm,"3 cell  48 Wh , Pin liền",1.5 kg,không đèn,"Adapter, dây nguồn",,,
201000018,"Laptop ACER Aspire 7 A715-41G-R282 NH.Q8SSV.005 ( 15.6"" Full HD/AMD Ryzen 5 3550H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.1kg)",19.990.000,ACER,12,Đen,Aspire 7,NH.Q8SSV.005,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 5 3550H ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / AMD Radeon Vega 8 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 4.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.45 x 2.325 cm,"48 Wh , Pin liền",2.1 kg,không đèn,Cáp + sạc,,,
200400313,"Laptop Acer Aspire 3 A315-56-37DV (NX.HS5SV.001) (15.6"" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.7kg)",10.799.000,ACER,12,Đen,Aspire 3,NX.HS5SV.001,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 24.75 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.7 kg,không đèn,Cáp + sạc,,,
201100332,"Laptop ACER Aspire 5 A514-54-51VT NX.A23SV.004 ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",17.490.000,ACER,12,Bạc,Aspire 5,NX.A23SV.004,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB (4GB + 4GB Onboard)  LPDDR4X  2666MHz,"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x Thunderbolt 4","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số",Windows 10 Home 64-bit,31.89 x 20.698 x 1.496,"40 Wh , Pin liền",1.5 kg,không đèn,Cáp + Sạc,,,
200601058,"Laptop ACER Aspire 5 A515-55-37HD NX.HSMSV.006 ( 15.6"" Full HD/Intel Core i3-1005G1/4GB/256GB SSD/Windows 10 Home 64-bit/1.7kg)",13.390.000,ACER,12,Bạc,Aspire 5,NX.HSMSV.006,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.05 x 1.79 cm,"48 Wh , Pin liền",1.7 kg,không đèn,Cáp + Sạc,,,
201000019,"Laptop ACER Aspire 7 A715-41G-R150 A715-41G-R150 ( 15.6"" Full HD/AMD Ryzen 7 3750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.1kg)",20.990.000,ACER,12,Đen,Aspire 7,A715-41G-R150,"Ryzen 7 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 7 3750H ( 2.3 GHz - 4.0 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / AMD Radeon Vega 10 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 4.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.45 x 2.325 cm,"48 Wh , Pin liền",2.1 kg,không đèn,Cáp + Sạc,,,
200601140,"Laptop ACER Aspire 5 A515-55-55JA NX.HSMSV.003 ( 15.6"" Full HD/Intel Core i5-1035G1/4GB/512GB SSD/Windows 10 Home 64-bit/1.7kg)",16.390.000,ACER,12,Bạc,Aspire 5,NX.HSMSV.003,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.05 x 1.795 cm,"48 Wh , Pin liền",1.7 kg,không đèn,,,,
201000017,"Laptop ACER Nitro 5 AN515-55-77P9 NH.Q7NSV.003 ( 15.6"" Full HD/ 144Hz/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.3kg)",28.990.000,ACER,12,Đen,Nitro 5,NH.Q7NSV.003,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 2 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.34 x 25.5 x 2.39 cm,"4 cell  57 Wh , Pin liền",2.3 kg,không đèn,Cáp + sạc,,,
